,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
176,176,176,176,176,the,the,the,177,21,4,Chorus,1,2,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
177,177,177,177,177,two,two,two,178,21,4,Chorus,1,3,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,16.847070693969727,13.55646800994873
178,178,178,178,178,of,of,of,179,21,4,Chorus,1,4,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
179,179,179,179,179,"us,",us,us,180,21,4,Chorus,1,5,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-2.119887113571167,-0.9886552691459656
180,180,180,180,180,we,we,we,181,21,4,Chorus,1,6,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909092,pos_word_pos_line,Just the Two of Us,Will Smith,8.040857315063478,-5.476059436798097
181,181,181,181,181,can,can,can,182,21,4,Chorus,1,7,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9985,163,0.9261363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,4.602478504180908,-12.702999114990234
182,182,182,182,182,make,make,make,183,21,4,Chorus,1,8,4,1,1,"[183, 403, 546, 611]","[('make', 'VB')]",V,POSITIVE,0.9996,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9996,173,0.9829545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,-3.0625572204589844,-9.562143325805664
183,183,183,183,183,it,it,it,184,21,4,Chorus,1,9,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9927,126,0.7159090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,7.279272556304932,-3.737928152084351
184,184,184,184,184,if,if,if,185,21,4,Chorus,1,10,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.7390000000000001,52,0.2954545454545455,pos_word_pos_line,Just the Two of Us,Will Smith,13.479860305786133,-4.848739147186278
185,185,185,185,185,we,we,we,186,21,4,Chorus,1,11,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909092,pos_word_pos_line,Just the Two of Us,Will Smith,8.040857315063478,-5.476059436798097
186,186,186,186,186,try,try,try,187,21,4,Chorus,1,12,4,1,1,"[187, 293, 407, 615]","[('try', 'NN')]",N,NEGATIVE,0.7526,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,-0.7526,46,0.26136363636363635,neg_word_pos_line,Just the Two of Us,Will Smith,-8.310484886169434,-10.3611421585083
187,187,187,187,187,Just,Just,just,188,22,4,Chorus,2,13,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.8226,59,0.3352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
188,188,188,188,188,the,the,the,189,22,4,Chorus,2,14,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
189,189,189,189,189,two,two,two,190,22,4,Chorus,2,15,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9899,119,0.6761363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,16.847070693969727,13.55646800994873
190,190,190,190,190,of,of,of,191,22,4,Chorus,2,16,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
191,191,191,191,191,"us,",us,us,192,22,4,Chorus,2,17,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-2.119887113571167,-0.9886552691459656
192,192,192,192,192,(Just,Just,just,193,22,4,Chorus,2,18,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.8226,59,0.3352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
193,193,193,193,193,the,the,the,194,22,4,Chorus,2,19,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
194,194,194,194,194,two,two,two,195,22,4,Chorus,2,20,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9899,119,0.6761363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,16.847070693969727,13.55646800994873
195,195,195,195,195,of,of,of,196,22,4,Chorus,2,21,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
196,196,196,196,196,us),us,us,197,22,4,Chorus,2,22,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, (Just the two of us)", just the two of us just the two of us,POSITIVE,0.9479,0.9479,27,0.5192307692307693,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-2.119887113571167,-0.9886552691459656
197,197,197,197,197,Just,Just,just,198,23,4,Chorus,3,23,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.8226,59,0.3352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
198,198,198,198,198,the,the,the,199,23,4,Chorus,3,24,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
199,199,199,199,199,two,two,two,200,23,4,Chorus,3,25,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9899,119,0.6761363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,16.847070693969727,13.55646800994873
200,200,200,200,200,of,of,of,201,23,4,Chorus,3,26,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
201,201,201,201,201,"us,",us,us,202,23,4,Chorus,3,27,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-2.119887113571167,-0.9886552691459656
202,202,202,202,202,building,building,building,203,23,4,Chorus,3,28,3,0,0,"[203, 423, 631]","[('building', 'NN')]",N,POSITIVE,0.9978,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9978,156,0.8863636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-11.039506912231444,4.59656286239624
203,203,203,203,203,castles,castles,castles,204,23,4,Chorus,3,29,3,0,0,"[204, 424, 632]","[('castles', 'NNS')]",N,POSITIVE,0.9973,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9973,154,0.875,pos_word_pos_line,Just the Two of Us,Will Smith,4.717595100402832,-21.86551284790039
204,204,204,204,204,in,in,in,205,23,4,Chorus,3,30,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.979,97,0.5511363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
205,205,205,205,205,the,the,the,206,23,4,Chorus,3,31,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
206,206,206,206,206,sky,sky,sky,207,23,4,Chorus,3,32,3,0,0,"[207, 427, 635]","[('sky', 'NN')]",N,POSITIVE,0.9979,"Just the two of us, building castles in the sky", just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9979,157,0.8920454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-5.906830787658691,14.923538208007812
207,207,207,207,207,Just,Just,just,208,24,4,Chorus,4,33,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8226,59,0.3352272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
208,208,208,208,208,the,the,the,209,24,4,Chorus,4,34,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
209,209,209,209,209,two,two,two,210,24,4,Chorus,4,35,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,16.847070693969727,13.55646800994873
210,210,210,210,210,of,of,of,211,24,4,Chorus,4,36,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
211,211,211,211,211,"us,",us,us,212,24,4,Chorus,4,37,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.999,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-2.119887113571167,-0.9886552691459656
212,212,212,212,212,you,you,you,213,24,4,Chorus,4,38,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
213,213,213,213,213,and,and,and,214,24,4,Chorus,4,39,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9708,92,0.5227272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
214,214,214,214,214,I,I,I,215,24,4,Chorus,4,40,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Just the two of us, you and I", just the two of us you and I,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
215,215,215,215,215,Five,Five,five,216,25,5,Verse 2: Will Smith,1,1,1,1,1,[216],"[('five', 'CD')]",DET,POSITIVE,0.9966,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9966,148,0.8409090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,16.532596588134766,14.080866813659668
216,216,216,216,216,years,years,years,217,25,5,Verse 2: Will Smith,1,2,1,1,1,[217],"[('years', 'NNS')]",N,POSITIVE,0.9684,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9684,89,0.5056818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-18.30073547363281,1.8158911466598509
217,217,217,217,217,"old,",old,old,218,25,5,Verse 2: Will Smith,1,3,1,1,1,[218],"[('old', 'JJ')]",ADJ,NEGATIVE,0.9993,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,-0.9993,4,0.022727272727272728,neg_word_pos_line,Just the Two of Us,Will Smith,-10.74388027191162,17.13127326965332
218,218,218,218,218,bringin,bringin,bringin,219,25,5,Verse 2: Will Smith,1,4,1,1,1,[219],"[('bringin', 'NN')]",N,POSITIVE,0.9985,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9985,163,0.9261363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,7.111941814422607,15.896932601928713
219,219,219,219,219,comedy,comedy,comedy,220,25,5,Verse 2: Will Smith,1,5,1,1,1,[220],"[('comedy', 'NN')]",N,POSITIVE,0.9996,"Five years old, bringin comedy", five years old bringin comedy,POSITIVE,0.9847,0.9847,30,0.5769230769230769,0.9996,173,0.9829545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,1.6721842288970947,13.164983749389648
220,220,220,220,220,Everytime,Everytime,everytime,221,26,5,Verse 2: Will Smith,2,6,1,1,1,[221],"[('everytime', 'NN')]",N,POSITIVE,0.9953,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9953,140,0.7954545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,10.734288215637207,1.4455801248550415
221,221,221,221,221,I,I,I,222,26,5,Verse 2: Will Smith,2,7,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Everytime I look at you I think man, a little me", everytime I look at you I think man a little me,POSITIVE,0.9991,0.9991,45,0.8653846153846154,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
