,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
328,I,I,I,329,52,9,Outro,2,4,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
329,want,want,want,330,52,9,Outro,2,5,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
330,for,for,for,331,52,9,Outro,2,6,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
331,Christmas,Christmas,christmas,332,52,9,Outro,2,7,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
332,is,is,is,333,52,9,Outro,2,8,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
333,"you,",you,you,334,52,9,Outro,2,9,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
334,baby,baby,baby,335,52,9,Outro,2,10,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
335,(You),You,you,336,52,9,Outro,2,11,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
336,All,All,all,337,53,9,Outro,3,12,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
337,I,I,I,338,53,9,Outro,3,13,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
338,want,want,want,339,53,9,Outro,3,14,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
339,for,for,for,340,53,9,Outro,3,15,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
340,Christmas,Christmas,christmas,341,53,9,Outro,3,16,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
341,is,is,is,342,53,9,Outro,3,17,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
342,"you,",you,you,343,53,9,Outro,3,18,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
343,baby,baby,baby,344,53,9,Outro,3,19,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
344,"(Ah,",Ah,ah,345,53,9,Outro,3,20,5,5,5,"[87, 169, 284, 345, 347]","[('ah', 'NN')]",N,POSITIVE,0.8809,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.8809,19,0.2235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5256364345550537,5.281802654266357
345,"oh,",oh,oh,346,53,9,Outro,3,21,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
346,"ah,",ah,ah,347,53,9,Outro,3,22,5,5,5,"[87, 169, 284, 345, 347]","[('ah', 'NN')]",N,POSITIVE,0.8809,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.8809,19,0.2235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5256364345550537,5.281802654266357
347,oh),oh,oh,348,53,9,Outro,3,23,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"All I want for Christmas is you, baby (Ah, oh, ah, oh)", all I want for christmas is you baby ah oh ah oh,POSITIVE,0.9905,0.9905,21,0.5833333333333334,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
348,All,All,all,349,54,9,Outro,4,24,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
349,I,I,I,350,54,9,Outro,4,25,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
350,want,want,want,351,54,9,Outro,4,26,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
351,for,for,for,352,54,9,Outro,4,27,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
352,Christmas,Christmas,christmas,353,54,9,Outro,4,28,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
353,is,is,is,354,54,9,Outro,4,29,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
354,"you,",you,you,355,54,9,Outro,4,30,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
355,baby,baby,baby,356,54,9,Outro,4,31,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
356,(You),You,you,357,54,9,Outro,4,32,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
357,All,All,all,358,55,9,Outro,5,33,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9903,47,0.5529411764705883,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
358,I,I,I,359,55,9,Outro,5,34,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
359,want,want,want,360,55,9,Outro,5,35,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.987,42,0.49411764705882355,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
360,for,for,for,361,55,9,Outro,5,36,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
361,Christmas,Christmas,christmas,362,55,9,Outro,5,37,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
362,is,is,is,363,55,9,Outro,5,38,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9275,23,0.27058823529411763,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
363,"you,",you,you,364,55,9,Outro,5,39,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9991,78,0.9176470588235294,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
364,baby,baby,baby,365,55,9,Outro,5,40,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9969,62,0.7294117647058823,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
365,(All,All,all,366,55,9,Outro,5,41,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9903,47,0.5529411764705883,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
366,I,I,I,367,55,9,Outro,5,42,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
367,really,really,really,368,55,9,Outro,5,43,3,3,3,"[257, 368, 385]","[('really', 'RB')]",ADV,POSITIVE,0.998,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.998,68,0.8,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,4.708271503448486,2.2728545665740967
368,"want,",want,want,369,55,9,Outro,5,44,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.987,42,0.49411764705882355,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
369,"baby,",baby,baby,370,55,9,Outro,5,45,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9969,62,0.7294117647058823,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
370,ooh),ooh,ooh,371,55,9,Outro,5,46,7,1,1,"[107, 114, 188, 195, 304, 311, 371]","[('ooh', 'NN')]",N,POSITIVE,0.9856,"All I want for Christmas is you, baby (All I really want, baby, ooh)", all I want for christmas is you baby all I really want baby ooh,NEGATIVE,0.6273,-0.6273,13,0.3611111111111111,0.9856,41,0.4823529411764706,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.8833465576171875,6.231207370758057
371,All,All,all,372,56,9,Outro,6,47,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9903,47,0.5529411764705883,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
372,I,I,I,373,56,9,Outro,6,48,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
373,want,want,want,374,56,9,Outro,6,49,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.987,42,0.49411764705882355,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
374,for,for,for,375,56,9,Outro,6,50,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
375,Christmas,Christmas,christmas,376,56,9,Outro,6,51,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
376,is,is,is,377,56,9,Outro,6,52,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9275,23,0.27058823529411763,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
377,"you,",you,you,378,56,9,Outro,6,53,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9991,78,0.9176470588235294,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
378,baby,baby,baby,379,56,9,Outro,6,54,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9969,62,0.7294117647058823,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
379,(All,All,all,380,56,9,Outro,6,55,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9903,47,0.5529411764705883,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
380,I,I,I,381,56,9,Outro,6,56,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
381,"want,",want,want,382,56,9,Outro,6,57,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"All I want for Christmas is you, baby (All I want, all I really want is you)", all I want for christmas is you baby all I want all I really want is you,NEGATIVE,0.9054,-0.9054,10,0.2777777777777778,0.987,42,0.49411764705882355,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
