,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,m_w_definition,m_w_synonyms,m_w_synonyms_in_data,m_w_antonyms,m_w_antonyms_in_data,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
182,make,make,make,183,21,4,Chorus,1,8,4,1,1,"[183, 403, 546, 611]","[('make', 'VB')]",V,POSITIVE,0.9996,"['to bring into being by forming, shaping, or altering material : fashion', 'to lay out and construct', 'compose, write']","[['fabricate', 'fashion', 'form', 'frame', 'manufacture', 'produce'], ['achieve', 'attain', 'bag', 'chalk up', 'clock (up)', 'gain', 'hit', 'log', 'notch (up)', 'rack up', 'ring up', 'score', 'win'], ['beget', 'breed', 'bring', 'bring about', 'bring on', 'catalyze', 'cause', 'create', 'do', 'draw on', 'effect', 'effectuate', 'engender', 'generate', 'induce', 'invoke', 'occasion', 'produce', 'prompt', 'result (in)', 'spawn', 'translate (into)', 'work', 'yield'], ['accomplish', 'achieve', 'bring off', 'carry off', 'carry out', 'commit', 'compass', 'do', 'execute', 'follow through (with)', 'fulfill', 'negotiate', 'perform', 'perpetrate', 'prosecute', 'pull off', 'put through'], ['blackjack', 'coerce', 'compel', 'constrain', 'dragoon', 'drive', 'force', 'impel', 'impress', 'muscle', 'obligate', 'oblige', 'press', 'pressure', 'sandbag'], ['calculate', 'call', 'conjecture', 'estimate', 'figure', 'gauge', 'guess', 'judge', 'place', 'put', 'reckon', 'suppose'], ['assemble', 'build', 'confect', 'construct', 'erect', 'fabricate', 'make up', 'piece', 'put up', 'raise', 'rear', 'set up'], ['act', 'appear', 'come across (as)', 'come off (as)', 'feel', 'look', 'seem', 'sound'], ['bear', 'head'], ['constitute', 'enact', 'lay down', 'legislate', 'ordain', 'pass'], ['acquire', 'attain', 'bag', 'bring in', 'capture', 'carry', 'come by', 'draw', 'earn', 'gain', 'garner', 'get', 'knock down', 'land', 'obtain', 'procure', 'pull down', 'realize', 'reap', 'secure', 'win'], ['appreciate', 'apprehend', 'assimilate', 'behold', 'catch', 'catch on (to)', 'cognize', 'compass', 'comprehend', 'conceive', 'cotton (to or on to)', 'decipher', 'decode', 'dig', 'discern', 'get', 'grasp', 'grok', 'intuit', 'know', 'make out', 'perceive', 'recognize', 'register', 'savvy', 'see', 'seize', 'sense', 'tumble (to)', 'twig', 'understand'], ['close', 'shut', 'steek']]","['do', 'work', 'place', 'feel', 'look', 'head', 'get', 'know', 'see']","[['demount', 'disassemble', 'dismantle', 'dismember', 'knock down', 'strike', 'take down', 'tear down'], ['repeal', 'rescind', 'revoke'], ['forfeit', 'lose'], ['miss'], ['open']]",['lose'], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9996,173,0.9829545454545454,-2.8429964,-10.825406
183,it,it,it,184,21,4,Chorus,1,9,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"['that one —used as subject or direct object or indirect object of a verb or object of a preposition usually in reference to a lifeless thing, a plant, a person or animal whose sex is unknown or disregarded, a group of individuals or things, or an abstract entity', '—used as subject of an impersonal verb that expresses a condition or action without reference to an agent', '—used as anticipatory subject or object of a verb —often used to shift emphasis to a part of a statement other than the subject']","[['au courant', 'cool', 'def', 'downtown', 'groovy', 'hep', 'hip', 'in', 'mod', 'now', 'trendy', 'turned-on']]","['in', 'now']","[['out', 'uncool', 'unhip', 'untrendy']]",['out'], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9927,126,0.7159090909090909,13.189966,6.8074694
184,if,if,if,185,21,4,Chorus,1,10,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,"['in the event that', 'allowing that', 'on the assumption that']","[['assumption', 'given', 'hypothetical', 'postulate', 'premise', 'presumption', 'presupposition', 'supposition'], ['condition', 'contingency', 'provision', 'proviso', 'qualification', 'reservation', 'stipulation']]",[],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.7390000000000001,52,0.29545454545454547,11.930658,-1.4825028
185,we,we,we,186,21,4,Chorus,1,11,6,0,0,"[181, 186, 401, 406, 609, 614]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,"['I and the rest of a group that includes me : you and I : you and I and another or others : I and another or others not including you —used as pronoun of the first person plural', 'i —used by sovereigns—used by writers to keep an impersonal character', 'you —used coaxingly, encouragingly, or in sarcasm']",[],[],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9982,160,0.9090909090909091,-31.680754,14.962424
186,try,try,try,187,21,4,Chorus,1,12,4,1,1,"[187, 293, 407, 615]","[('try', 'NN')]",N,NEGATIVE,0.7526,"['to make an attempt', 'to make an attempt at —often used with an infinitive', 'to put to test or trial —often used with out']","[['strain', 'stretch', 'tax', 'test'], ['assay', 'attempt', 'endeavor', 'essay', 'seek', 'strive']]",['test'],[],[], just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,-0.7526,46,0.26136363636363635,-9.711015,-10.123251
187,Just,Just,just,188,22,4,Chorus,2,13,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,4.9438024,16.016413
188,the,the,the,189,22,4,Chorus,2,14,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,8.951308,-13.911566
189,two,two,two,190,22,4,Chorus,2,15,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,38.33128,11.364758
190,of,of,of,191,22,4,Chorus,2,16,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,15.318973,-25.283157
191,"us,",us,us,192,22,4,Chorus,2,17,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9990000000000001,167,0.9488636363636364,-25.137894,13.745112
192,(Just,Just,just,193,22,4,Chorus,2,18,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.8226,59,0.3352272727272727,6.344053,15.24485
193,the,the,the,194,22,4,Chorus,2,19,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9636,84,0.4772727272727273,8.19248,-12.226295
194,two,two,two,195,22,4,Chorus,2,20,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9899,119,0.6761363636363636,38.451565,12.797702
195,of,of,of,196,22,4,Chorus,2,21,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9193,67,0.3806818181818182,13.826919,-24.920769
196,us),us,us,197,22,4,Chorus,2,22,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us just the two of us,POSITIVE,0.9479,0.9479,28,0.5384615384615384,0.9990000000000001,167,0.9488636363636364,-23.896526,15.039602
197,Just,Just,just,198,23,4,Chorus,3,23,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"['having a basis in or conforming to fact or reason : reasonable', 'conforming to a standard of correctness : proper', 'faithful to an original']","[['exactly', 'precisely'], ['barely', 'hardly', 'marginally', 'narrowly', 'scarcely', 'slightly'], ['but', 'merely', 'only', 'purely', 'simply'], ['due', 'exactly', 'full', 'precisely', 'right', 'sharp', 'smack-dab', 'squarely'], ['alone', 'exclusively', 'only', 'purely', 'simply', 'solely'], ['freshly', 'late', 'lately', 'new', 'newly', 'now', 'only', 'recently']]","['but', 'right', 'now']","[['considerably', 'significantly', 'substantially', 'vastly', 'well'], ['anciently']]",[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.8226,59,0.3352272727272727,6.2990594,16.331505
198,the,the,the,199,23,4,Chorus,3,24,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,8.722943,-13.4586525
199,two,two,two,200,23,4,Chorus,3,25,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"['being one more than one in number', 'being the second —used postpositively']","[['C-note', 'fifty', 'fin', 'five', 'fiver', 'hundred', 'one', 'sawbuck', 'ten', 'tenner', 'twenty', 'buck', 'dollar', 'simoleon', 'smacker', 'cash', 'chips', 'currency', 'dough', 'legal tender', 'lucre', 'money', 'pelf', 'dead presidents', 'paper money', 'scrip', 'check', 'draft', 'money order', 'banknote', 'bill', 'greenback', 'note']]","['five', 'one']",[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9899,119,0.6761363636363636,39.91148,11.711828
200,of,of,of,201,23,4,Chorus,3,26,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"['—used as a function word to indicate a point of reckoning', '—used as a function word to indicate origin or derivation', '—used as a function word to indicate the cause, motive, or reason']","[['afore', 'ahead of', 'before', 'ere', 'fore', 'previous to', 'prior to', 'to'], ['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'on', 'regarding', 'respecting', 'touching', 'toward']]","['before', 'to', 'on']","[['after', 'following']]",[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9193,67,0.3806818181818182,14.195016,-25.32294
201,"us,",us,us,202,23,4,Chorus,3,27,20,0,0,"[13, 18, 23, 28, 33, 180, 192, 197, 202, 212, 400, 412, 417, 422, 432, 608, 620, 625, 630, 640]","[('us', 'PRP')]",PRON,POSITIVE,0.9990000000000001,[],"[['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'tell', 'verse', 'wise (up)']]",['tell'],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9990000000000001,167,0.9488636363636364,-25.607973,14.675303
202,building,building,building,203,23,4,Chorus,3,28,3,0,0,"[203, 423, 631]","[('building', 'NN')]",N,POSITIVE,0.9978,"['a usually roofed and walled structure built for permanent use (as for a dwelling)', 'the art or business of assembling materials into a structure']","[['edifice', 'structure']]",[],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9978,156,0.8863636363636364,-15.106027,2.1517234
203,castles,castles,castles,204,23,4,Chorus,3,29,3,0,0,"[204, 424, 632]","[('castles', 'NNS')]",N,POSITIVE,0.9973,"['a large fortified building or set of buildings', 'a massive or imposing house', 'a retreat safe against intrusion or invasion']","[['bastions', 'citadels', 'fortifications', 'fortresses', 'forts', 'holds', 'redoubts', 'strongholds'], ['châteaus', 'estates', 'haciendas', 'halls', 'manor houses', 'manors', 'manses', 'mansions', 'palaces', 'villas']]",[],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9973,154,0.875,-20.585726,-1.884849
204,in,in,in,205,23,4,Chorus,3,30,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.9790000000000001,"['—used as a function word to indicate inclusion, location, or position within limits', 'into', '—used as a function word to indicate means, medium, or instrumentality']","[['by', 'per', 'through', 'via', 'with']]",['with'],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9790000000000001,97,0.5511363636363636,5.4261904,-24.047253
205,the,the,the,206,23,4,Chorus,3,31,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"['—used as a function word to indicate that a following noun or noun equivalent is definite or has been previously specified by context or by circumstance', '—used as a function word to indicate that a following noun or noun equivalent is a unique or a particular member of its class', '—used as a function word before nouns that designate natural phenomena or points of the compass']","[['beer and skittles', 'easy street', 'fun and games', 'hog heaven', 'picnic']]",[],[],[], just the two of us building castles in the sky,POSITIVE,0.9989,0.9989,43,0.8269230769230769,0.9636,84,0.4772727272727273,8.02541,-15.262727
