,word_can_search,m_w_definition,m_w_synonyms,m_w_synonyms_in_data,m_w_antonyms,m_w_antonyms_in_data
224,place,"['physical environment : space', 'a way for admission or transit', 'physical surroundings : atmosphere']","[['emplacement', 'locale', 'locality', 'location', 'locus', 'point', 'position', 'site', 'spot', 'venue', 'where'], ['establishment', 'joint', 'parlor', 'salon'], ['appointment', 'berth', 'billet', 'capacity', 'connection', 'function', 'job', 'position', 'post', 'situation'], ['elbow room', 'room', 'space', 'way'], ['business', 'capacity', 'function', 'job', 'part', 'position', 'purpose', 'role', 'task', 'work'], ['abode', 'diggings', 'domicile', 'dwelling', 'fireside', 'habitation', 'hearth', 'hearthstone', 'home', 'house', 'lodging', 'pad', 'quarters', 'residence', 'roof'], ['degree', 'echelon', 'footing', 'level', 'position', 'rank', 'ranking', 'reach(es)', 'rung', 'situation', 'standing', 'station', 'status', 'stratum'], ['groove', 'niche', 'slot'], ['chapter', 'cut', 'degree', 'grade', 'inch', 'notch', 'peg', 'phase', 'point', 'stage', 'step']]","['where', 'job', 'work', 'home', 'standing', 'cut']",[],[]
225,impart,"['to give, convey, or grant from or as if from a store', 'to communicate the knowledge of : disclose']","[['communicate', 'conduct', 'convey', 'give', 'spread', 'transfer', 'transfuse', 'transmit']]",[],[],[]
226,some,"['being an unknown, undetermined, or unspecified unit or thing', 'being one, a part, or an unspecified number of something (such as a class or group) named or implied', 'being of an unspecified amount or number']","[['anonymous', 'certain', 'given', 'one', 'unidentified', 'unnamed', 'unspecified']]",['one'],[],[]
227,girl's,[],[],[],[],[]
228,break,"['to separate into parts with suddenness or violence', 'to cause (a bone) to separate into two or more pieces : fracture', 'to fracture a bone of (a bodily part)']","[['break up', 'bust', 'disintegrate', 'dismember', 'disrupt', 'fracture', 'fragment', 'rive'], ['break off', 'break up', 'can', 'cease', 'cut off', 'cut out', 'desist (from)', 'discontinue', 'drop', 'end', 'give over', 'halt', 'knock off', 'lay off', 'leave off', 'pack (up or in)', 'quit', 'shut off', 'stop'], ['bust', 'degrade', 'demote', 'disrate', 'downgrade', 'reduce'], ['crack', 'decipher', 'decode', 'decrypt'], ['pause'], ['furrow', 'plow'], ['breach', 'contravene', 'fracture', 'infringe (on or upon)', 'offend', 'traduce', 'transgress', 'violate'], ['answer', 'crack', 'dope (out)', 'figure out', 'puzzle (out)', 'resolve', 'riddle (out)', 'solve', 'unravel', 'unriddle', 'work', 'work out'], ['blemish', 'bloody', 'compromise', 'crab', 'cripple', 'cross (up)', 'damage', 'deface', 'disfigure', 'endamage', 'flaw', 'harm', 'hurt', 'impair', 'injure', 'mar', 'spoil', 'vitiate'], ['break down', 'conk (out)', 'crash', 'cut out', 'die', 'fail', 'give out', 'stall'], ['bolt', 'bug out', 'flee', 'fly', 'hightail (it)', 'retreat', 'run', 'run away', 'run off', 'skedaddle'], ['burn out', 'bust', 'do in', 'do up', 'drain', 'exhaust', 'fag', 'fatigue', 'frazzle', 'harass', 'kill', 'knock out', 'outwear', 'tire', 'tucker (out)', 'wash out', 'wear', 'wear out', 'weary'], ['circulate', 'come out', 'get about', 'get around', 'get out', 'get round', 'leak (out)', 'out', 'spread'], ['bankrupt', 'bust', 'ruin'], ['actualize', 'appear', 'arise', 'begin', 'commence', 'dawn', 'engender', 'form', 'materialize', 'originate', 'set in', 'spring', 'start'], ['cut', 'sheer', 'swerve', 'veer', 'yaw', 'zag', 'zig'], ['attenuate', 'cheapen', 'depreciate', 'depress', 'devaluate', 'devalue', 'downgrade', 'lower', 'mark down', 'reduce', 'sink', 'write down', 'write off'], ['exceed', 'outreach', 'outrun', 'overpass', 'overreach', 'overrun', 'overshoot', 'overstep', 'surpass', 'transcend'], ['broach', 'surface']]","['can', 'work', 'harm', 'hurt', 'out', 'cut']","[['advance', 'elevate', 'promote', 'raise'], ['cipher', 'code', 'encipher', 'encode', 'encrypt'], ['comply (with)', 'conform (to)', 'follow', 'mind', 'obey', 'observe'], ['doctor', 'fix', 'mend', 'patch', 'rebuild', 'recondition', 'reconstruct', 'renovate', 'repair', 'revamp'], ['start (up)'], ['cease', 'end', 'stop'], ['straighten'], ['appreciate', 'enhance', 'mark up', 'upgrade']]","['mind', 'doctor']"
229,ooh,"['—used to express amazement, joy, or surprise']","[['glory', 'ha', 'hallelujah', 'hey', 'hooray', 'hot dog', 'huzzah', 'wahoo', 'whee', 'whoopee', 'yahoo', 'yippee', 'gee', 'gee whiz', 'gosh', 'wow', 'zowie']]",[],"[['alack', 'alas', 'aw', 'boo']]",[]
230,pain,"['a localized or generalized unpleasant bodily sensation or complex of sensations that causes mild to severe physical discomfort and emotional distress and typically results from bodily disorder (such as injury or disease); also : the state marked by the presence of such sensations', 'a basic bodily sensation that is induced by a noxious stimulus, is received by naked nerve endings, is associated with actual or potential tissue damage, is characterized by physical discomfort (such as pricking, throbbing, or aching), and typically leads to evasive action', 'mental or emotional distress or suffering : grief']","[['ache', 'pang', 'prick', 'shoot', 'smart', 'sting', 'stitch', 'throe', 'tingle', 'twinge'], ['affliction', 'agony', 'anguish', 'distress', 'excruciation', 'hurt', 'misery', 'rack', 'strait(s)', 'torment', 'torture', 'travail', 'tribulation', 'woe'], ['care', 'carefulness', 'closeness', 'conscientiousness', 'heed', 'heedfulness', 'meticulosity', 'meticulousness', 'scrupulousness'], ['effort', 'elbow grease', 'exertion', 'expenditure', 'labor', 'sweat', 'trouble', 'while', 'work'], ['annoyance', 'annoyer', 'bother', 'gadfly', 'gnawer', 'nudnik', 'nuisance', 'persecutor', 'pest', 'tease', 'teaser']]","['hurt', 'work']","[['heedlessness', 'inattentiveness', 'negligence']]",[]
231,opposite,"['set over against something that is at the other end or side of an intervening line or space', 'situated in pairs on an axis with each member being separated from the other by half the circumference of the axis', 'occupying an opposing and often antagonistic position']","[['antipodal', 'antipodean', 'antithetical', 'contradictory', 'contrary', 'diametric', 'polar']]",[],[['noncontradictory']],[]
232,sex,"['either of the two major forms of individuals that occur in many species and that are distinguished respectively as female or male especially on the basis of their reproductive organs and structures', 'the sum of the structural, functional, and sometimes behavioral characteristics of organisms that distinguish males and females', 'the state of being male or female']","[['coition', 'coitus', 'commerce', 'congress', 'copulating', 'copulation', 'coupling', 'intercourse', 'lovemaking', 'mating', 'relations', 'sex act', 'sexual intercourse', 'sexual relations']]",[],[],[]
233,hurt,"['to inflict with physical pain : wound', 'to do substantial or material harm to : damage', 'to cause emotional pain or anguish to : offend']","[['ache', 'pain', 'smart'], ['blemish', 'bloody', 'break', 'compromise', 'crab', 'cripple', 'cross (up)', 'damage', 'deface', 'disfigure', 'endamage', 'flaw', 'harm', 'impair', 'injure', 'mar', 'spoil', 'vitiate'], ['damage', 'harm', 'injure', 'wound'], ['agonize', 'anguish', 'bleed', 'grieve', 'mourn', 'sorrow', 'suffer']]","['pain', 'break', 'harm']","[['doctor', 'fix', 'mend', 'patch', 'rebuild', 'recondition', 'reconstruct', 'renovate', 'repair', 'revamp']]",['doctor']
234,bad,"['failing to reach an acceptable standard : poor', 'unfavorable', 'not fresh : spoiled']","[['bastard', 'bush', 'bush-league', 'crummy', 'deficient', 'dissatisfactory', 'ill', 'inferior', 'lame', 'lousy', 'off', 'paltry', 'poor', 'punk', 'sour', 'suboptimal', 'subpar', 'substandard', 'unacceptable', 'unsatisfactory', 'wack', 'wanting', 'wretched', 'wrong'], ['black', 'dark', 'evil', 'immoral', 'iniquitous', 'nefarious', 'rotten', 'sinful', 'unethical', 'unlawful', 'unrighteous', 'unsavory', 'vicious', 'vile', 'villainous', 'wicked', 'wrong'], ['adverse', 'baleful', 'baneful', 'damaging', 'dangerous', 'deleterious', 'detrimental', 'evil', 'harmful', 'hurtful', 'ill', 'injurious', 'mischievous', 'nocuous', 'noxious', 'pernicious', 'prejudicial', 'wicked'], ['contrary', 'errant', 'froward', 'misbehaving', 'mischievous', 'naughty'], ['blue', 'brokenhearted', 'cast down', 'crestfallen', 'dejected', 'depressed', 'despondent', 'disconsolate', 'doleful', 'down', 'down in the mouth', 'downcast', 'downhearted', 'droopy', 'forlorn', 'gloomy', 'glum', 'hangdog', 'heartbroken', 'heartsick', 'heartsore', 'heavyhearted', 'inconsolable', 'joyless', 'low', 'low-spirited', 'melancholic', 'melancholy', 'miserable', 'mournful', 'sad', 'saddened', 'sorrowful', 'sorry', 'unhappy', 'woebegone', 'woeful', 'wretched'], ['amiss', 'defective', 'faulty', 'flawed', 'imperfect'], ['addled', 'corrupted', 'decayed', 'decomposed', 'putrefied', 'putrid', 'rotten', 'spoiled'], ['bitter', 'disagreeable', 'displeasing', 'distasteful', 'harsh', 'icky', 'nasty', 'rotten', 'sour', 'uncongenial', 'unlovely', 'unpalatable', 'unpleasant', 'unpleasing', 'unsavory', 'unwelcome', 'wicked', 'yucky'], ['bargain-basement', 'bum', 'cheap', 'cheapjack', 'cheesy', 'coarse', 'common', 'crappy', 'cut-rate', 'el cheapo', 'execrable', 'gimcrack', 'inferior', 'junky', 'lousy', 'low-grade', 'low-rent', 'mediocre', 'miserable', 'poor', 'rotten', 'rubbishy', 'schlock', 'second-rate', 'shoddy', 'sleazy', 'terrible', 'trashy', 'trumpery', 'wretched'], ['ailing', 'down', 'ill', 'indisposed', 'peaked', 'peaky', 'poorly', 'punk', 'run-down', 'sick', 'sickened', 'unhealthy', 'unsound', 'unwell'], ['inoperative', 'invalid', 'nonbinding', 'nonvalid', 'nugatory', 'null', 'null and void', 'void'], ['bitchy', 'catty', 'cruel', 'despiteful', 'hateful', 'malevolent', 'malicious', 'malign', 'malignant', 'mean', 'nasty', 'spiteful', 'vicious', 'virulent']]","['off', 'wrong']","[['acceptable', 'adequate', 'all right', 'decent', 'fine', 'OK', 'passable', 'respectable', 'satisfactory', 'standard', 'tolerable'], ['decent', 'ethical', 'good', 'honest', 'honorable', 'just', 'moral', 'right', 'righteous', 'sublime', 'upright', 'virtuous'], ['anodyne', 'benign', 'harmless', 'hurtless', 'innocent', 'innocuous', 'inoffensive', 'safe'], ['behaved', 'behaving', 'nice', 'orderly'], ['blissful', 'buoyant', 'buoyed', 'cheerful', 'cheery', 'chipper', 'delighted', 'glad', 'gladdened', 'gladsome', 'gleeful', 'happy', 'joyful', 'joyous', 'jubilant', 'sunny', 'upbeat'], ['faultless', 'flawless', 'impeccable', 'perfect'], ['undecomposed'], ['agreeable', 'congenial', 'good', 'grateful', 'gratifying', 'nice', 'palatable', 'pleasant', 'pleasing', 'pleasurable', 'satisfying', 'welcome'], ['excellent', 'fine', 'first-class', 'first-rate', 'good', 'high-grade', 'superior', 'top-notch'], ['hale', 'healthful', 'healthy', 'sound', 'well', 'whole', 'wholesome'], ['binding', 'good', 'valid'], ['benevolent', 'benign', 'benignant', 'loving', 'unmalicious']]","['good', 'just', 'right', 'safe']"
235,take,"[""to get into one's hands or into one's possession, power, or control: such as"", 'to seize or capture physically', 'to get possession of (fish or game) by killing or capturing']","[['clasp', 'grasp', 'grip', 'hold'], ['accept', 'have'], ['catch', 'come down (with)', 'contract', 'get', 'go down (with)', 'sicken (with)'], ['cherry-pick', 'choose', 'cull', 'elect', 'handpick', 'name', 'opt (for)', 'pick', 'prefer', 'select', 'single (out)', 'tag'], ['buy', 'cop', 'pick up', 'purchase'], ['bear', 'challenge', 'claim', 'demand', 'necessitate', 'need', 'require', 'want', 'warrant'], ['accommodate', 'fit', 'hold'], ['act', 'operate', 'perform', 'work'], ['abide', 'absorb', 'accept', 'bear', 'bide', 'brook', 'countenance', 'endure', 'go', 'hack', 'handle', 'meet', 'pocket', 'stand', 'stick out', 'stomach', 'support', 'sustain', 'sweat out', 'tolerate', 'wear'], ['accept', 'believe', 'buy', 'credit', 'swallow', 'trust'], ['beat', 'best', 'conquer', 'defeat', 'dispatch', 'do down', 'get', 'get around', 'lick', 'master', 'overbear', 'overcome', 'overmatch', 'prevail (over)', 'skunk', 'stop', 'subdue', 'surmount', 'trim', 'triumph (over)', 'upend', 'win (against)', 'worst'], ['address', 'contend (with)', 'cope (with)', 'field', 'grapple (with)', 'hack', 'handle', 'manage', 'maneuver', 'manipulate', 'negotiate', 'play', 'swing', 'treat'], ['admit', 'enter', 'receive'], ['carry off', 'claim', 'croak', 'destroy', 'dispatch', 'do in', 'fell', 'kill', 'slay']]","['hold', 'get', 'choose', 'work', 'go', 'meet', 'trust', 'treat']","[['decline', 'deny', 'disallow', 'disapprove', 'negative', 'refuse', 'reject', 'spurn', 'turn down', 'veto'], ['decline', 'refuse', 'reject', 'turn down'], ['have', 'hold'], ['disbelieve', 'discredit', 'reject'], ['lose (to)'], ['ban', 'bar'], ['animate']]",['hold']
236,next,"['immediately adjacent (as in place, rank, or time)', 'any other considered hypothetically']","[['coming', 'ensuing', 'following', 'succeeding']]",[],"[['antecedent', 'foregoing', 'precedent', 'preceding', 'previous', 'prior']]",[]
237,son,"['a human male offspring especially of human beings', 'a male adopted child', 'a human male descendant']","[['daughter', 'by-product', 'derivative', 'offshoot', 'outgrowth', 'spin-off', 'descendant'], ['child', 'heir', 'inheritor', 'successor', 'offspring', 'issue', 'posterity', 'progeny', 'seed']]",[],"[['ancestor', 'antecedent', 'archetype', 'daddy', 'foregoer', 'forerunner', 'granddaddy', 'precursor', 'predecessor', 'prototype', 'model', 'original', 'originator', 'sire'], ['ancestry', 'birth', 'blood', 'bloodline', 'breeding', 'descent', 'extraction', 'family tree', 'genealogy', 'line', 'lineage', 'origin', 'parentage', 'pedigree', 'stock', 'strain', 'heredity', 'succession', 'family', 'house']]","['daddy', 'line']"
238,throughout,"['all the way from one end to the other of : in or to every part of', 'during the whole course or period of']","[['about', 'across', 'around', 'over', 'round', 'through'], ['amid', 'by', 'during', 'over', 'pending', 'through']]",[],[],[]
239,mad,"['arising from, indicative of, or marked by mental disorder —not used technically', 'completely unrestrained by reason and judgment : unable to think in a clear or sensible way', 'incapable of being explained or accounted for']","[['angered', 'angry', 'apoplectic', 'ballistic', 'cheesed off', 'choleric', 'enraged', 'foaming', 'fuming', 'furious', 'hopping', 'horn-mad', 'hot', 'incensed', 'indignant', 'inflamed', 'infuriate', 'infuriated', 'irate', 'ireful', 'livid', 'outraged', 'rabid', 'rankled', 'riled', 'riley', 'roiled', 'shirty', 'sore', 'steamed up', 'steaming', 'teed off', 'ticked', 'wrathful', 'wroth'], ['balmy', 'barmy', 'bats', 'batty', 'bedlam', 'bonkers', 'brainsick', 'bughouse', 'certifiable', 'crackbrained', 'cracked', 'crackers', 'crackpot', 'cranky', 'crazed', 'crazy', 'cuckoo', 'daffy', 'daft', 'demented', 'deranged', 'fruity', 'gaga', 'haywire', 'insane', 'kooky', 'loco', 'loony', 'loony tunes', 'lunatic', 'maniacal', 'mental', 'meshuga', 'moonstruck', 'non compos mentis', 'nuts', 'nutty', 'psycho', 'psychotic', 'scatty', 'screwy', 'unbalanced', 'unhinged', 'unsound', 'wacko', 'wacky', 'wud'], ['delirious', 'ferocious', 'feverish', 'fierce', 'frantic', 'frenetic', 'frenzied', 'furious', 'rabid', 'violent', 'wild'], ['absurd', 'asinine', 'balmy', 'brainless', 'bubbleheaded', 'cockeyed', 'crackpot', 'crazy', 'cuckoo', 'daffy', 'daft', 'dippy', 'dotty', 'fatuous', 'featherheaded', 'fool', 'foolish', 'half-baked', 'half-witted', 'harebrained', 'inept', 'insane', 'jerky', 'kooky', 'loony', 'lunatic', 'lunkheaded', 'nonsensical', 'nutty', 'preposterous', 'sappy', 'screwball', 'senseless', 'silly', 'simpleminded', 'stupid', 'tomfool', 'unwise', 'wacky', 'weak-minded', 'witless', 'zany']]",['crazy'],"[['angerless', 'delighted', 'pleased'], ['balanced', 'compos mentis', 'sane', 'sound', 'uncrazy'], ['relaxed'], ['judicious', 'prudent', 'sagacious', 'sage', 'sane', 'sapient', 'sensible', 'sound', 'wise']]",[]
240,disrespect,"['to lack special regard or respect for : to have disrespect for', 'to show or express disrespect or contempt for : insult, dis']","[['dis', 'discourteousness', 'discourtesy', 'disrespectfulness', 'impertinence', 'impertinency', 'impoliteness', 'impudence', 'incivility', 'inconsiderateness', 'inconsideration', 'insolence', 'rudeness', 'ungraciousness']]",[],"[['civility', 'considerateness', 'consideration', 'courtesy', 'genteelness', 'gentility', 'graciousness', 'politeness', 'politesse', 'thoughtfulness']]",[]
241,treat,"['to deal with in speech or writing : expound', 'to present or represent artistically', 'to deal with : handle']","[['act (toward)', 'be (to)', 'deal (with)', 'handle', 'serve', 'use'], ['address', 'contend (with)', 'cope (with)', 'field', 'grapple (with)', 'hack', 'handle', 'manage', 'maneuver', 'manipulate', 'negotiate', 'play', 'swing', 'take'], ['advise', 'confab', 'confabulate', 'confer', 'consult', 'counsel', 'parley'], ['doctor']]","['take', 'doctor']",[],[]
242,god,"['the supreme or ultimate reality: such as', 'the Being perfect in power, wisdom, and goodness who is worshipped (as in Judaism, Christianity, Islam, and Hinduism) as creator and ruler of the universe', 'the incorporeal divine Principle ruling over all as eternal Spirit : infinite Mind']","[['deity', 'divinity'], ['Allah', 'Almighty', 'Author', 'Creator', 'deity', 'Divinity', 'Eternal', 'Everlasting', 'Father', 'Godhead', 'Jehovah', 'King', 'Lord', 'Maker', 'Providence', 'Supreme Being', 'Yahweh'], ['hero', 'icon', 'idol']]",[],[],[]
243,deal,"['to concern oneself or itself', 'to take action with regard to someone or something', 'to reach or try to reach a state of acceptance or reconcilement']","[['abundance', 'barrel', 'basketful', 'boatload', 'bucket', 'bunch', 'bundle', 'bushel', 'carload', 'chunk', 'dozen', 'fistful', 'gobs', 'good deal', 'heap', 'hundred', 'lashings', 'loads', 'lot', 'mass', 'mess', 'mountain', 'much', 'multiplicity', 'myriad', 'oodles', 'pack', 'passel', 'peck', 'pile', 'plateful', 'plenitude', 'plentitude', 'plenty', 'pot', 'potful', 'profusion', 'quantity', 'raft', 'reams', 'scads', 'sheaf', 'shipload', 'sight', 'slew', 'spate', 'stack', 'store', 'ton', 'truckload', 'volume', 'wad', 'wealth', 'yard']]",['much'],"[['ace', 'bit', 'dab', 'dram', 'driblet', 'glimmer', 'handful', 'hint', 'lick', 'little', 'mite', 'mouthful', 'nip', 'ounce', 'peanuts', 'pinch', 'pittance', 'scruple', 'shade', 'shadow', 'smidgen', 'speck', 'spot', 'sprinkle', 'sprinkling', 'strain', 'streak', 'suspicion', 'tad', 'taste', 'touch', 'trace']]",['little']
244,things,"['an object or entity not precisely designated or capable of being designated', 'an inanimate object distinguished from a living being', 'a separate and distinct individual quality, fact, idea, or usually entity']","[['belongings', 'chattels', 'duds', 'effects', 'gear', 'goods', 'holdings', 'movables', 'paraphernalia', 'personal effects', 'personal property', 'personalty', 'plunder', 'possession', 'stuff']]",['stuff'],[],[]
245,they,"['those ones : those people, animals, or things', '—used to refer to people in a general way or to a group of people who are not specified', '—used with a singular indefinite pronoun antecedent']",[],[],[],[]
246,hate,"['intense hostility and aversion usually deriving from fear, anger, or sense of injury', 'extreme dislike or disgust : antipathy, loathing', 'a systematic and especially politically exploited expression of hatred —often used before another noun']","[['abhor', 'abominate', 'despise', 'detest', 'execrate', 'loathe']]",[],[['love']],['love']
247,consume,"['to do away with completely : destroy', 'to spend wastefully : squander', 'use up']","[['devour', 'eat (up)'], ['absorb', 'burn', 'deplete', 'devour', 'drain', 'draw down', 'exhaust', 'expend', 'play out', 'spend', 'use up'], ['eat', 'ingest', 'partake (of)', 'put away', 'put down', 'tuck (away or in)']]",[],"[['renew', 'replace']]",[]
248,tell,"['to relate in detail : narrate', 'to give utterance to : say', 'to make known : divulge, reveal']","[['chart', 'chronicle', 'describe', 'narrate', 'recite', 'recount', 'rehearse', 'relate', 'report'], ['articulate', 'bring out', 'enunciate', 'pass', 'say', 'speak', 'state', 'talk', 'utter', 'verbalize', 'vocalize'], ['count', 'enumerate', 'number'], ['acquaint', 'advise', 'apprise', 'brief', 'catch up', 'clear', 'clue (in)', 'enlighten', 'familiarize', 'fill in', 'hip', 'inform', 'instruct', 'verse', 'wise (up)'], ['adjure', 'bid', 'boss (around)', 'charge', 'command', 'direct', 'enjoin', 'instruct', 'order'], ['bare', 'disclose', 'discover', 'divulge', 'expose', 'let on (about)', 'reveal', 'spill', 'unbosom', 'uncloak', 'uncover', 'unmask', 'unveil']]",['say'],"[['mind', 'obey'], ['cloak', 'conceal', 'cover (up)', 'enshroud', 'hide', 'mask', 'shroud', 'veil']]",['mind']
249,truth,"['the body of real things, events, and facts : actuality', 'the state of being the case : fact', 'a transcendent fundamental or spiritual reality']","[['facticity', 'factuality', 'sooth', 'trueness', 'verity']]",[],"[['falseness', 'falsity', 'untruth']]",[]
250,say,"['to express in words : state', 'to state as opinion or belief : declare', 'utter, pronounce']","[['articulate', 'bring out', 'enunciate', 'pass', 'speak', 'state', 'talk', 'tell', 'utter', 'verbalize', 'vocalize'], ['articulate', 'clothe', 'couch', 'express', 'formulate', 'phrase', 'put', 'state', 'word'], ['recite', 'reel off', 'repeat'], ['assume', 'hypothecate', 'hypothesize', 'postulate', 'premise', 'presume', 'presuppose', 'suppose']]",['tell'],[],[]
251,prayers,"['an address (such as a petition) to God or a god in word or thought', 'a set order of words used in praying', 'an earnest request or wish']","[['orisons'], ['adjurations', 'appeals', 'conjurations', 'cries', 'desires', 'entreaties', 'petitions', 'pleadings', 'pleas', 'solicitations', 'suits', 'suppliances', 'supplications']]",[],[],[]
252,hold,"[""to have possession or ownership of or have at one's disposal"", 'to have as a privilege or position of responsibility', 'to have as a mark of distinction']","[['clench', 'cling (to)', 'clutch', 'grip'], ['keep', 'reserve', 'retain', 'withhold'], ['allow', 'believe', 'conceive', 'consider', 'deem', 'esteem', 'feel', 'figure', 'guess', 'imagine', 'judge', 'reckon', 'suppose', 'think'], ['bear', 'boast', 'contain'], ['bear', 'cherish', 'entertain', 'harbor', 'have', 'nurse'], ['command', 'enjoy', 'have', 'own', 'possess', 'retain'], ['accommodate', 'fit', 'take'], ['clasp', 'grasp', 'grip', 'take'], ['account', 'call', 'consider', 'count', 'esteem', 'look (on or upon)', 'rate', 'reckon', 'regard', 'set down', 'view'], ['bridle', 'check', 'constrain', 'contain', 'control', 'curb', 'govern', 'inhibit', 'keep', 'measure', 'pull in', 'regulate', 'rein (in)', 'restrain', 'rule', 'tame'], ['aim', 'bend', 'cast', 'direct', 'head', 'level', 'pinpoint', 'set', 'train']]","['keep', 'feel', 'think', 'take', 'head']","[['give up', 'hand over', 'release', 'relinquish', 'surrender', 'yield'], ['lack', 'want'], ['lose']]",['lose']
253,doors,"['a usually swinging or sliding barrier by which an entry is closed and opened; also : a similar part of a piece of furniture', 'doorway', 'a means of access or participation : opportunity']","[['gates', 'hatches', 'portals'], ['doorways', 'entrances', 'gates', 'gateways', 'ways'], ['accesses', 'accessions', 'admissions', 'admittances', 'doorways', 'entrances', 'entrées', 'entries', 'gateways', 'ingresses', 'keys', 'passports', 'tickets']]",[],[],[]
254,pull,"['to exert force upon so as to cause or tend to cause motion toward the force', 'to stretch (cooling candy) repeatedly', 'to strain abnormally']","[['drag', 'draw', 'hale', 'haul', 'lug', 'tow', 'tug'], ['corkscrew', 'extract', 'prize', 'pry', 'root (out)', 'tear (out)', 'uproot', 'wrest', 'wring', 'yank'], ['rack', 'strain', 'stretch', 'wrench']]",[],"[['drive', 'propel', 'push']]",['push']
255,chairs,"['to install in office', 'to carry on the shoulders in acclaim', 'to preside as chairman of']","[['chairmen', 'chairpersons', 'moderators', 'presidents', 'presiders', 'prolocutors', 'speakers'], [""driver's seats"", 'heads', 'headships', 'helms', 'reins']]",[],[],[]
256,easy,"['causing or involving little difficulty or discomfort', 'requiring or indicating little effort, thought, or reflection', 'not severe : lenient']","[['cheap', 'downhill', 'effortless', 'facile', 'fluent', 'fluid', 'hands-down', 'light', 'painless', 'ready', 'royal', 'simple', 'smooth', 'snap', 'soft'], ['dewy-eyed', 'exploitable', 'gullible', 'naive', 'susceptible', 'trusting', 'unwary', 'wide-eyed'], ['comfortable', 'comfy', 'cozy', 'cushy', 'snug', 'soft'], ['charitable', 'clement', 'indulgent', 'soft']]",[],"[['arduous', 'demanding', 'difficult', 'exacting', 'formidable', 'grueling', 'hard', 'herculean', 'killer', 'labored', 'laborious', 'murderous', 'rough', 'severe', 'stiff', 'strenuous', 'toilful', 'toilsome', 'tough'], ['uncomfortable'], ['hard', 'harsh', 'severe', 'stern', 'strict']]",['tough']
257,swears,"['to utter or take solemnly (an oath)', 'to assert as true or promise under oath', 'to assert or promise emphatically or earnestly']","[['blasphemes', 'curses', 'cusses'], ['covenants', 'pledges', 'promises', 'vows'], ['attests', 'deposes', 'testifies', 'witnesses']]",[],[],[]
258,you're,['you are'],[],[],[],[]
259,living,"['having life', 'active, functioning', 'exhibiting the life or motion of nature : natural']","[['active', 'alive', 'functional', 'functioning', 'going', 'live', 'on', 'operating', 'operational', 'operative', 'running', 'working'], ['alive', 'around', 'existent', 'existing', 'extant'], ['alive', 'animate', 'breathing', 'live', 'quick'], ['lifelike', 'natural', 'naturalistic', 'near', 'photo-realistic', 'realistic', 'three-dimensional']]",['on'],"[['broken', 'dead', 'inactive', 'inoperative', 'kaput', 'nonactivated', 'nonfunctional', 'nonfunctioning', 'nonoperating', 'nonoperational', 'nonoperative'], ['dead', 'extinct', 'nonextant'], ['asleep', 'breathless', 'cold', 'dead', 'deceased', 'defunct', 'departed', 'expired', 'inanimate', 'lifeless', 'nonliving'], ['nonnatural', 'nonrealistic', 'unnatural', 'unrealistic']]",[]
260,proof,"['the cogency of evidence that compels acceptance by the mind of a truth or a fact', 'the process or an instance of establishing the validity of a statement especially by derivation from other statements in accordance with principles of reasoning', 'experience']","[['attestation', 'confirmation', 'corroboration', 'documentation', 'evidence', 'substantiation', 'testament', 'testimonial', 'testimony', 'validation', 'voucher', 'witness']]",[],[['disproof']],[]
261,dreams,"['a series of thoughts, images, or emotions occurring during sleep', 'an experience of waking life having the characteristics of a dream: such as', 'a visionary creation of the imagination : daydream']","[['chimeras', 'conceits', 'daydreams', 'delusions', 'fancies', 'fantasies', 'figments', 'hallucinations', 'illusions', 'nonentities', 'phantasms', 'pipe dreams', 'unrealities', 'visions'], ['aims', 'ambitions', 'aspirations', 'bournes', 'designs', 'ends', 'goals', 'ideals', 'ideas', 'intentions', 'intents', 'marks', 'meanings', 'objectives', 'objects', 'plans', 'points', 'pretensions', 'purposes', 'targets', 'things'], ['beauties', 'beauts', ""bee's knees"", 'corkers', 'crackerjacks', 'daisies', 'dandies', 'dillies', 'doozies', 'honeys', 'hot stuff', 'humdingers', 'hummers', 'jim-dandies', 'knockouts', 'lollapaloozas', 'lulus', 'nifties', 'peaches', 'pippins', 'pips', 'rippers', 'ripsnorters', 'snorters', 'sockdolagers', 'standouts', 'sweethearts']]",['things'],[],[]
262,here,"['in or at this place —often used interjectionally especially in answering a roll call', 'now', 'in an arbitrary location']","[['anymore', 'currently', 'now', 'nowadays', 'presently', 'right now', 'today']]",['now'],"[['before', 'formerly', 'long', 'once', 'then', 'away', 'far', 'farthest', 'remotest', 'heretofore', 'hitherto', 'since', 'ago', 'previously']]","['before', 'long', 'then']"
263,for,"['—used as a function word to indicate purpose', '—used as a function word to indicate an intended goal', '—used as a function word to indicate the object or recipient of a perception, desire, or activity']",[['pro']],[],"[['against', 'agin', 'anti', 'contra', 'athwart', 'contrary to', 'versus', 'with']]","['against', 'with']"
